31,Desserts,,,5,Brownie-stuffed-chocolate-chip-cookies-334785,http://i.yummly.com/Brownie-stuffed-chocolate-chip-cookies-334785.s.jpg,Picky Palate,,"softened butter,light brown sugar,granulated sugar,eggs,brownie mix,vanilla,all purpose flour,kosher salt,semi sweet chocolate chips,baking soda",Brownie Stuffed Chocolate Chip Cookies
32,Desserts,,,5,Chocolate-oreo-buttercream-cups-334740,http://i.yummly.com/Chocolate-oreo-buttercream-cups-334740.s.jpg,Picky Palate,,"oreo cookies,semi-sweet chocolate chips,vanilla bean,unsalted butter,powdered sugar",Chocolate Oreo Buttercream Cups
33,,,,5,Concord-grape-and-lemon-soda-307526,http://i.yummly.com/Concord-grape-and-lemon-soda-307526-271303.s.jpg,Food52,,"salt,grapes,lemons,cinnamon stick,soda water,sugar",Concord Grape and Lemon Soda
34,,,,5,Strawberry-rhubarb-compote-307555,http://i.yummly.com/Strawberry-rhubarb-compote-307555-271332.s.jpg,Food52,,"navel orange,strawberries,rhubarb,salt,rosé wine,turbinado sugar",Strawberry Rhubarb Compote
35,,,,5,Sriracha-honey-wings-recipe-306815,http://i.yummly.com/Sriracha-honey-wings-recipe-306815-270490.s.jpg,Food Republic,,"chicken wings,vegetable oil,honey,unsalted butter,chili sauce,kosher salt,rice wine vinegar",Sriracha-Honey Wings Recipe
36,,,,5,Shakin_-hash-browns-310017,http://i.yummly.com/Shakin_-hash-browns-310017-274470.s.jpg,Big Girls Small Kitchen,,"yukon gold potatoes,salt,paprika,olive oil",Shakin’ Hash Browns
37,,,,5,Cheese-biscuits-307561,http://i.yummly.com/Cheese-biscuits-307561-271338.s.jpg,Food52,,"all-purpose flour,large egg,kosher salt,sharp cheddar cheese,baking powder,buttermilk,unsalted butter",Cheese Biscuits
38,,,,5,Mashed-potatoes-with-goat-cheese-_-kale-306312,http://i.yummly.com/Mashed-potatoes-with-goat-cheese-_-kale-306312-269663.s.jpg,Food Republic,,"potatoes,salt,garlic,whole milk,unsalted butter,goat cheese,kale","Mashed Potatoes with Goat Cheese "
39,,,,5,Hot-baked-nutella-_-cream-cheese-sandwich-308016,http://i.yummly.com/Hot-baked-nutella-_-cream-cheese-sandwich-308016-272024.s.jpg,The Kitchn,,"chocolate,cream cheese,italian bread,salt,berries,nutella","Hot Baked Nutella "
40,,,,5,Crispy-fried-brussels-sprouts-with-honey-and-sriracha-307569,http://i.yummly.com/Crispy-fried-brussels-sprouts-with-honey-and-sriracha-307569-271346.s.jpg,Food52,,"salt,sriracha,brussels sprouts,lime,vegetable oil,honey",Crispy Fried Brussels Sprouts with Honey and Sriracha
41,Salads,,,5,Grilled-Asparagus-_-Feta-Salad-Once-Upon-A-Chef-200011,http://i.yummly.com/Grilled-Asparagus-_-Feta-Salad-Once-Upon-A-Chef-200011-39846.s.png,Once Upon A Chef,,"asparagus,crumbled feta cheese,kosher salt,lemon zest,extra virgin olive oil,lemon juice,ground black pepper","Grilled Asparagus "
42,Desserts,French,,5,Crockpot-creme-brulee-310415,http://i.yummly.com/Crockpot-creme-brulee-310415-274868.s.jpg,A Year of Slow Cooking,,"egg yolks,heavy cream,raw sugar,sugar,vanilla",CrockPot Crème Brulee
43,Main Dishes,,,5,Vegetarian-lentil-burgers-308886,http://i.yummly.com/Vegetarian-lentil-burgers-308886-273060.s.jpg,101 Cookbooks,,"toasted,large eggs,black lentils,onion,extra virgin olive oil,salt",Vegetarian Lentil Burgers
44,,,,5,Iced-strawberry-green-tea-310022,http://i.yummly.com/Iced-strawberry-green-tea-310022-274475.s.jpg,Big Girls Small Kitchen,,"sugar,strawberries,green tea,water,lemon",Iced Strawberry Green Tea
45,,,,5,Asparagus_-goat-cheese-and-lemon-pasta-305540,http://i.yummly.com/Asparagus_-goat-cheese-and-lemon-pasta-305540-268987.s.jpg,Smitten Kitchen,,"spiral,fresh lemon juice,olive oil,fresh tarragon,asparagus,soft fresh goat cheese,grated lemon peel","Asparagus, Goat Cheese and Lemon Pasta"
46,Main Dishes,,,5,Baby-back-ribs-fall-off-the-bone-recipe-315043,http://i.yummly.com/Baby-back-ribs-fall-off-the-bone-recipe-315043-345523.s.jpg,Steamy Kitchen,,"baby back ribs,pepper,salt,sweet chili sauce",Baby Back Ribs Fall off the Bone Recipe
47,,,,5,Homemade-nutella-308338,http://i.yummly.com/Homemade-nutella-308338-272346.s.jpg,The Kitchn,,"kosher salt,cocoa powder,toasted hazelnuts,vanilla extract,canola oil,powdered sugar",Homemade Nutella
48,Beverages,,,5,Apple-orchard-cocktail-333101,http://i.yummly.com/Apple-orchard-cocktail-333101-295021.s.jpg,Camille Styles,,"apple juice,apple brandy,ginger ale,seeds",Apple Orchard Cocktail
49,,,,5,Oven-roasted-tomatoes-310681,http://i.yummly.com/Oven-roasted-tomatoes-310681-276105.s.jpg,David Lebovitz,,"olive oil,tomatoes,branches,salt,garlic,pepper,fresh rosemary",Oven-Roasted Tomatoes
50,,,,4,Tequila_Soaked-Watermelon-Wedges-Martha-Stewart,http://i.yummly.com/Tequila_Soaked-Watermelon-Wedges-Martha-Stewart-104175.s.png,Martha Stewart,3600,"watermelon,sea salt,water,triple sec,sugar,limes,tequila",Tequila-Soaked Watermelon Wedges
51,,,,5,Cocky-rooster-308048,http://i.yummly.com/Cocky-rooster-308048-272056.s.jpg,The Kitchn,,"lime wedge,lager,lime juice,sauce,sea salt,jalapeno,sriracha",Cocky Rooster
52,"Beverages,Breakfast and Brunch",,,5,Superpower-morning-smoothie-314446,http://i.yummly.com/Superpower-morning-smoothie-314446-346151.s.jpg,The Kitchn,,"oil,banana,kale,almond butter,ground cinnamon,coconut water",Superpower Morning Smoothie
53,"Beverages,Cocktails",,,5,Cake-batter-martinis-333684,http://i.yummly.com/Cake-batter-martinis-333684-295604.s.jpg,How Sweet It Is,,"heavy cream,vodka,amaretto,godiva white chocolate liqueur,sprinkles,creme de cacao",Cake Batter Martinis
54,Cocktails,,,5,Sparkling-white-peach-sangria-308071,http://i.yummly.com/Sparkling-white-peach-sangria-308071-272079.s.jpg,The Kitchn,,"peaches,brandy,moscato,seltzer water",Sparkling White Peach Sangria
55,,,,5,Pommes-dauphinoise-_potatoes-au-gratin_-307524,http://i.yummly.com/Pommes-dauphinoise-_potatoes-au-gratin_-307524-271301.s.jpg,Food52,,"whole milk,pepper,unsalted butter,gruyere,garlic cloves,salt,yukon gold potatoes",Pommes Dauphinoise (Potatoes au Gratin)
56,"Beverages,Cocktails",,,5,Apple-cider-sangria-333314,http://i.yummly.com/Apple-cider-sangria-333314-295234.s.jpg,How Sweet It Is,,"apples,apple cider,pinot grigio,brandy,pears,club soda",Apple Cider Sangria
57,,,,5,Prosciutto-egg-cups-recipe-306380,http://i.yummly.com/Prosciutto-egg-cups-recipe-306380-269720.s.jpg,Food Republic,,"prosciutto,large eggs,cheese,parsley",Prosciutto Egg Cups Recipe
58,,,,5,Salted-dark-chocolate-popcorn-314529,http://i.yummly.com/Salted-dark-chocolate-popcorn-314529-275548.s.jpg,The Kitchn,,"oil,popcorn,dark chocolate,fine sea salt",Salted Dark Chocolate Popcorn
59,,,,5,How-to-make-homemade-mozzarella-336136,http://i.yummly.com/How-to-make-homemade-mozzarella-336136-299288.s.jpg,Food Republic,,"whole milk,cold water,citric acid,rennet,kosher salt,cold water",How To Make Homemade Mozzarella
60,,,,5,How-to-make-microwave-potato-chips-308261,http://i.yummly.com/How-to-make-microwave-potato-chips-308261-272269.s.jpg,The Kitchn,,"potatoes,salt,other,olive oil",How To Make Microwave Potato Chips
61,Desserts,,,5,Simple-easter-cupcakes-334957,http://i.yummly.com/Simple-easter-cupcakes-334957.s.jpg,Picky Palate,,"cupcakes,white chocolate,cupcakes,cupcakes,cupcakes,peanut butter,cupcake",Simple Easter Cupcakes
62,,,,5,Apple-sandwiches-308524,http://i.yummly.com/Apple-sandwiches-308524-272533.s.jpg,The Kitchn,,"raisins,ground cinnamon,rolled oats,honey,apple,peanut butter",Apple Sandwiches
63,,,,5,Nutella-souffle-310187,http://i.yummly.com/Nutella-souffle-310187-274640.s.jpg,Big Girls Small Kitchen,,"softened butter,cream,nutella,egg whites,sugar,salt,egg yolks",Nutella Soufflé
64,,,,5,Quinoa-with-roasted-tomatoes_-avocado_-and-pesto-310116,http://i.yummly.com/Quinoa-with-roasted-tomatoes_-avocado_-and-pesto-310116-274569.s.jpg,Big Girls Small Kitchen,,"cayenne,chickpeas,quinoa,olive oil,garlic,rice wine vinegar,salt,dijon mustard,cherry tomatoes,basil leaves,mozzarella,walnuts,avocado,olive oil,salt","Quinoa with Roasted Tomatoes, Avocado, and Pesto"
65,,,,5,Cauliflower-soup-with-sharp-cheddar-and-thyme-310154,http://i.yummly.com/Cauliflower-soup-with-sharp-cheddar-and-thyme-310154-274607.s.jpg,Big Girls Small Kitchen,,"olive oil,garlic,cauliflower florets,unsalted butter,salt,sharp cheddar cheese,fresh thyme leaves,russet potato,yellow onion,dijon mustard,chicken",Cauliflower Soup with Sharp Cheddar and Thyme
66,,,,5,Homemade-burger-buns-recipe-306164,http://i.yummly.com/Homemade-burger-buns-recipe-306164-269494.s.jpg,Food Republic,,"water,yeast,egg,sugar,butter,salt,unbleached flour",Homemade Burger Buns Recipe
67,,,,5,Five-spiced-plum-and-red-wine-sorbet-recipe-305966,http://i.yummly.com/Five-spiced-plum-and-red-wine-sorbet-recipe-305966-269304.s.jpg,Food Republic,,"plum,lemon zest,superfine sugar,chines five spic powder,red wine,cinnamon stick,water",Five-Spiced Plum And Red Wine Sorbet Recipe
68,Soups,,,5,Thai-spiced-pumpkin-soup-308914,http://i.yummly.com/Thai-spiced-pumpkin-soup-308914-273088.s.jpg,101 Cookbooks,,"water,unsalted butter,acorn squash,red,salt,coconut milk",Thai-spiced Pumpkin Soup
69,Cocktails,,,5,Iced-chocolate-310694,http://i.yummly.com/Iced-chocolate-310694-276031.s.jpg,David Lebovitz,,"lowfat milk,sweetener,chocolates,chocolate ice cream,unsweetened cocoa powder,kahlua,ice cubes",Iced Chocolate
70,,,,5,Bacon_-apple-and-swiss-on-whole-wheat-310113,"http://i.yummly.com/Bacon_-apple-and-swiss-on-whole-wheat-310113-346163.s.jpg,http://i.yummly.com/Bacon_-apple-and-swiss-on-whole-wheat-310113-274566.s.jpg",Big Girls Small Kitchen,,"mustard,swiss cheese,whole wheat bread,apple,honey,chips,cooked bacon","Bacon, Apple and Swiss on Whole Wheat"
71,,,,5,Ipa-marinade-recipe-306598,http://i.yummly.com/Ipa-marinade-recipe-306598-269902.s.jpg,Food Republic,,"ipa,salt,garlic,basil,lime juice,olive oil,oregano",IPA Marinade Recipe
72,,,,5,Homemade-sun-dried-tomatoes-310100,http://i.yummly.com/Homemade-sun-dried-tomatoes-310100-274553.s.jpg,Big Girls Small Kitchen,,"coarse salt,plum tomatoes,garlic,fresh thyme,olive oil",Homemade Sun-Dried Tomatoes
73,Breads,,,5,Bunny-Bread-Serious-Eats-280666,http://i.yummly.com/Bunny-Bread-Serious-Eats-280666-136323.s.png,Serious Eats,,"salt,instant yeast,water,bread flour,olive oil,sugar",Bunny Bread
74,,,,5,Buckeyes-305414,http://i.yummly.com/Buckeyes-305414-268870.s.jpg,Smitten Kitchen,,"cream cheese, softened,dark chocolate,graham cracker crumbs,powder sugar,peanut butter,unsalted butter,salt",Buckeyes
75,Main Dishes,"Southern ",,5,Slow-Cooker-Chicken-And-Dumplings-Allrecipes,"http://i2.yummly.com/Slow-Cooker-Chicken-And-Dumplings-Allrecipes.s.png,http://i.yummly.com/Slow-Cooker-Chicken-And-Dumplings-Allrecipes-73359.s.png",AllRecipes,22200,"butter,boneless skinless chicken breast halves,biscuit dough,condensed cream of chicken soup,onion",Slow Cooker Chicken and Dumplings
76,,,,5,Blackberry_-rosemary_-and-yogurt-popsicles-307075,http://i.yummly.com/Blackberry_-rosemary_-and-yogurt-popsicles-307075-270852.s.jpg,Food52,,"whole milk yogurt,sugar,rosemary sprigs,blackberries,vanilla sugar,blueberries","Blackberry, Rosemary, and Yogurt Popsicles"
77,,,,5,Cinnamon-vanilla-sunflower-butter-308631,"http://i.yummly.com/Cinnamon-vanilla-sunflower-butter-308631-342778.s.jpg,http://i.yummly.com/Cinnamon-vanilla-sunflower-butter-308631-272805.s.jpg",101 Cookbooks,,"ground cinnamon,sunflower oil,sunflower seeds,bean paste,lemon,salt",Cinnamon Vanilla Sunflower Butter
78,"Breads,Breakfast and Brunch",,,5,_-french-breakfast-donuts-333118,http://i.yummly.com/_-french-breakfast-donuts-333118-295038.s.jpg,Camille Styles,,"sugar,salt,unsalted butter,unsalted butter,baking powder,sugar,nutmeg,flour,egg,cinnamon,milk",French Breakfast Donuts
79,,,,5,Super-spinach-smoothie-309087,http://i.yummly.com/Super-spinach-smoothie-309087-273262.s.jpg,Joy the Baker,,"spinach leaves,banana,almond milk,honey,green",Super Spinach Smoothie
80,Desserts,,,5,No-bake-chocolate-cake-308651,"http://i.yummly.com/No-bake-chocolate-cake-308651-2.s.jpg,http://i.yummly.com/No-bake-chocolate-cake-308651-345479.s.jpg",101 Cookbooks,,"butter,cocoa powder,heavy cream,ground espresso,chocolate,fine-grain salt,allspice",No Bake Chocolate Cake
81,,,,5,Perfect-hot-chocolate-307463,http://i.yummly.com/Perfect-hot-chocolate-307463-271240.s.jpg,Food52,,"unsweetened cocoa powder,dark chocolate,salt,milk,granulated sugar",Perfect Hot Chocolate
82,Breakfast and Brunch,,,5,_-quinoa-berry-breakfast-bowl-333085,http://i.yummly.com/_-quinoa-berry-breakfast-bowl-333085-295005.s.jpg,Camille Styles,,"maple syrup,water,steel-cut oats,milk,vanilla bean,quinoa,salt,pomegranate seeds",Quinoa-Berry Breakfast Bowl
83,,,,5,Silky-chocolate-pudding-307266,http://i.yummly.com/Silky-chocolate-pudding-307266-271043.s.jpg,Smitten Kitchen,,"semisweet chocolate,sugar,cornstarch,whole milk,pure vanilla extract,salt",Silky Chocolate Pudding
84,,,,5,Chicken-with-figs_-wine-_-honey-307276,http://i.yummly.com/Chicken-with-figs_-wine-_-honey-307276-271053.s.jpg,Food52,,"extra virgin olive oil,honey,ground black pepper,black mission figs,kosher salt,red wine,chicken breast","Chicken with Figs, Wine "
85,Side Dishes,American,"Thanksgiving,Christmas",5,Roasted-garlic-mashed-potatoes-315012,http://i.yummly.com/Roasted-garlic-mashed-potatoes-315012-345636.s.jpg,Steamy Kitchen,,"garlic,chives,russet potatoes,milk,olive oil,kosher salt,butter",Roasted Garlic Mashed Potatoes
86,"Beverages,Cocktails",,,5,_-agave-margaritas-333146,http://i.yummly.com/_-agave-margaritas-333146-295066.s.jpg,Camille Styles,,"fresh lime juice,kosher salt,lime wedge,tequila,agave nectar,ice",Agave Margaritas
87,,,,5,Mint-pistachio-pesto-307488,http://i.yummly.com/Mint-pistachio-pesto-307488-271265.s.jpg,Food52,,"extra-virgin olive oil,salted,mint leaves,salt,lime,clove garlic",Mint-Pistachio Pesto
88,,,,5,Easy-banana-pancakes-recipe-306180,http://i.yummly.com/Easy-banana-pancakes-recipe-306180-269510.s.jpg,Food Republic,,"unsalted butter,sugar,all-purpose flour,large eggs,whole milk,salt,baking powder,bananas",Easy Banana Pancakes Recipe
89,,,,5,Paleo-chicken-nuggets-_with-some-fresh-guacamole_-i-have_-345257,http://i.yummly.com/Paleo-chicken-nuggets-_with-some-fresh-guacamole_-i-have_-345257-305479.s.jpg,Paleo Digest,,"chicken tenders,egg whites,flour,coconut oil",Paleo Chicken Nuggets (with some fresh guacamole) I have…
90,,,,5,Blueberry-cardamom-chia-seed-pudding-330225,http://i.yummly.com/Blueberry-cardamom-chia-seed-pudding-330225-290949.s.jpg,Food52,,"seeds,extract,fresh blueberries,cinnamon,almond milk,maple syrup,spice",Blueberry Cardamom Chia Seed Pudding
91,,,,5,Mexican-hot-chocolate-recipe-306272,http://i.yummly.com/Mexican-hot-chocolate-recipe-306272-269625.s.jpg,Food Republic,,"unsweetened cocoa powder,whole milk,dark chocolate,salt,red chile powder",Mexican Hot Chocolate Recipe
92,,,,5,Basic-cannoli-recipe-306528,http://i.yummly.com/Basic-cannoli-recipe-306528-269847.s.jpg,Food Republic,,"confectioners sugar,part skim ricotta cheese,cannoli shells,vanilla extract,mini chocolate chips",Basic Cannoli Recipe
93,Cocktails,,,5,The-pink-paloma-cocktail-308527,http://i.yummly.com/The-pink-paloma-cocktail-308527-272536.s.jpg,The Kitchn,,"grapefruit juice,tequila,coarse salt,lime,grapefruit",The Pink Paloma Cocktail
94,Side Dishes,,,5,Crash-Hot-Potatoes-The-Pioneer-Woman-41413,"http://i.yummly.com/Crash-Hot-Potatoes-The-Pioneer-Woman-41413-1463.s.jpg,http://i.yummly.com/Crash-Hot-Potatoes-The-Pioneer-Woman-41413-1150.s.jpg,http://i.yummly.com/Crash-Hot-Potatoes-The-Pioneer-Woman-41413-269.s.jpg",The Pioneer Woman,,"olive oil,new potatoes,rosemary,kosher salt,black pepper",Crash Hot Potatoes
95,Cocktails,,,5,Bananas-foster-milkshake-recipe-306005,http://i.yummly.com/Bananas-foster-milkshake-recipe-306005-269340.s.jpg,Food Republic,,"unsalted butter,vanilla ice cream,light brown sugar,ground cinnamon,banana,lowfat milk,dark rum",Bananas Foster Milkshake Recipe
96,,,,5,Classic-patty-melt-recipe-306175,http://i.yummly.com/Classic-patty-melt-recipe-306175-269505.s.jpg,Food Republic,,"onion powder,ground black pepper,salt,american cheese,yellow onions,white sandwich bread,thousand island dressing,unsalted butter,ground chuck,olive oil",Classic Patty Melt Recipe
97,,,,5,Weekend-project_-how-to-infuse-mezcal-with-pork-fat-306950,http://i.yummly.com/Weekend-project_-how-to-infuse-mezcal-with-pork-fat-306950-270692.s.jpg,Food Republic,,"chocolate liqueur,mezcal,fat,coffee liqueur,peppers",Weekend Project: How To Infuse Mezcal With Pork Fat
98,Side Dishes,"American,Southern ","Thanksgiving,Christmas",5,Corn-Casserole-Food-Network,http://i2.yummly.com/Corn-Casserole-Food-Network-2.s.png,Food Network,4080,"melted butter,cream style corn,corn kernels,sour cream,shredded cheddar,muffin mix",Corn Casserole
99,Appetizers,,,5,Baked-jalapeno-bacon-poppers-315084,http://i.yummly.com/Baked-jalapeno-bacon-poppers-315084-345723.s.jpg,Steamy Kitchen,,"sweet peppers,panko bread crumbs,cream cheese,cajun seasoning,bacon,butter,shredded cheddar cheese",Baked Jalapeno Bacon Poppers
100,,,,5,Homemade-cadbury-creme-eggs-309017,http://i.yummly.com/Homemade-cadbury-creme-eggs-309017-273191.s.jpg,Not Without Salt,,"butter,powdered sugar,golden syrup,salt,dark chocolate,orange blossom water,yellow food color,vanilla bean,vanilla",Homemade Cadbury Creme Eggs
101,,,,5,How-to-make-pickled-red-onions-306406,http://i.yummly.com/How-to-make-pickled-red-onions-306406-269741.s.jpg,Food Republic,,"apple cider vinegar,red onion,crushed red pepper flakes,bay leaf,pickling spice",How To Make Pickled Red Onions
102,Desserts,American,,5,Chocolate-avocado-pudding-333262,http://i.yummly.com/Chocolate-avocado-pudding-333262-295182.s.jpg,How Sweet It Is,,"avocados,salt,cocoa powder,dark chocolate,light coconut milk,vanilla extract,honey",Chocolate Avocado Pudding
103,,,,5,Broccoli-parmesan-fritters-305326,http://i.yummly.com/Broccoli-parmesan-fritters-305326-268787.s.jpg,Smitten Kitchen,,"red pepper flakes,grated parmesan cheese,broccoli,clove garlic,kosher salt,all-purpose flour,large egg,olive oil",Broccoli Parmesan Fritters
